Record Length,2.500000e+03,,   0.000000000000,   0.11840,
Sample Interval,1.000000e-03,,   0.001000000000,   0.12160,
Trigger Point,0.000000000000e+00,,   0.002000000000,   0.12480,
,,,   0.003000000000,   0.12560,
,,,   0.004000000000,   0.12160,
,,,   0.005000000000,   0.12320,
Source,CH1,,   0.006000000000,   0.12480,
Vertical Units,V,,   0.007000000000,   0.12240,
Vertical Scale,2.000000e-02,,   0.008000000000,   0.12320,
Vertical Offset,-1.056000e-01,,   0.009000000000,   0.12240,
Horizontal Units,s,,   0.010000000000,   0.12240,
Horizontal Scale,2.500000e-01,,   0.011000000000,   0.12240,
Pt Fmt,Y,,   0.012000000000,   0.12240,
Yzero,0.000000e+00,,   0.013000000000,   0.12720,
Probe Atten,1.000000e+00,,   0.014000000000,   0.12720,
Model Number,TDS2001C,,   0.015000000000,   0.12320,
Serial Number,C012118,,   0.016000000000,   0.12400,
Firmware Version,FV:v24.15,,   0.017000000000,   0.12400,
,,,0.018000000000,   0.12240,
,,,0.019000000000,   0.12240,
,,,0.020000000000,   0.12400,
,,,0.021000000000,   0.12240,
,,,0.022000000000,   0.12560,
,,,0.023000000000,   0.12640,
,,,0.024000000000,   0.12480,
,,,0.025000000000,   0.12240,
,,,0.026000000000,   0.12400,
,,,0.027000000000,   0.12640,
,,,0.028000000000,   0.12240,
,,,0.029000000000,   0.12400,
,,,0.030000000000,   0.12240,
,,,0.031000000000,   0.12240,
,,,0.032000000000,   0.12720,
,,,0.033000000000,   0.12480,
,,,0.034000000000,   0.12400,
,,,0.035000000000,   0.12080,
,,,0.036000000000,   0.12240,
,,,0.037000000000,   0.12240,
,,,0.038000000000,   0.12560,
,,,0.039000000000,   0.12160,
,,,0.040000000000,   0.12560,
,,,0.041000000000,   0.12080,
,,,0.042000000000,   0.12640,
,,,0.043000000000,   0.12480,
,,,0.044000000000,   0.12400,
,,,0.045000000000,   0.12560,
,,,0.046000000000,   0.12320,
,,,0.047000000000,   0.12720,
,,,0.048000000000,   0.12240,
,,,0.049000000000,   0.12320,
,,,0.050000000000,   0.12800,
,,,0.051000000000,   0.12320,
,,,0.052000000000,   0.12480,
,,,0.053000000000,   0.12240,
,,,0.054000000000,   0.12560,
,,,0.055000000000,   0.12640,
,,,0.056000000000,   0.12720,
,,,0.057000000000,   0.12320,
,,,0.058000000000,   0.12400,
,,,0.059000000000,   0.12560,
,,,0.060000000000,   0.12320,
,,,0.061000000000,   0.12240,
,,,0.062000000000,   0.12480,
,,,0.063000000000,   0.12560,
,,,0.064000000000,   0.12640,
,,,0.065000000000,   0.12880,
,,,0.066000000000,   0.12560,
,,,0.067000000000,   0.12240,
,,,0.068000000000,   0.12560,
,,,0.069000000000,   0.12640,
,,,0.070000000000,   0.12320,
,,,0.071000000000,   0.12320,
,,,0.072000000000,   0.12480,
,,,0.073000000000,   0.12480,
,,,0.074000000000,   0.12880,
,,,0.075000000000,   0.12320,
,,,0.076000000000,   0.12240,
,,,0.077000000000,   0.12240,
,,,0.078000000000,   0.12560,
,,,0.079000000000,   0.12400,
,,,0.080000000000,   0.12160,
,,,0.081000000000,   0.12400,
,,,0.082000000000,   0.12320,
,,,0.083000000000,   0.12640,
,,,0.084000000000,   0.12640,
,,,0.085000000000,   0.12400,
,,,0.086000000000,   0.12320,
,,,0.087000000000,   0.12400,
,,,0.088000000000,   0.12400,
,,,0.089000000000,   0.12480,
,,,0.090000000000,   0.12400,
,,,0.091000000000,   0.12720,
,,,0.092000000000,   0.12160,
,,,0.093000000000,   0.12320,
,,,0.094000000000,   0.12800,
,,,0.095000000000,   0.12640,
,,,0.096000000000,   0.12640,
,,,0.097000000000,   0.12640,
,,,0.098000000000,   0.12400,
,,,0.099000000000,   0.12480,
,,,0.100000000000,   0.12560,
,,,0.101000000000,   0.12800,
,,,0.102000000000,   0.12640,
,,,0.103000000000,   0.12480,
,,,0.104000000000,   0.12480,
,,,0.105000000000,   0.12320,
,,,0.106000000000,   0.12720,
,,,0.107000000000,   0.12560,
,,,0.108000000000,   0.12320,
,,,0.109000000000,   0.12480,
,,,0.110000000000,   0.12480,
,,,0.111000000000,   0.12560,
,,,0.112000000000,   0.12800,
,,,0.113000000000,   0.12800,
,,,0.114000000000,   0.12320,
,,,0.115000000000,   0.12960,
,,,0.116000000000,   0.12560,
,,,0.117000000000,   0.12720,
,,,0.118000000000,   0.12720,
,,,0.119000000000,   0.12160,
,,,0.120000000000,   0.12800,
,,,0.121000000000,   0.12400,
,,,0.122000000000,   0.12320,
,,,0.123000000000,   0.12480,
,,,0.124000000000,   0.12880,
,,,0.125000000000,   0.12240,
,,,0.126000000000,   0.12720,
,,,0.127000000000,   0.12880,
,,,0.128000000000,   0.12800,
,,,0.129000000000,   0.13040,
,,,0.130000000000,   0.12320,
,,,0.131000000000,   0.12400,
,,,0.132000000000,   0.12560,
,,,0.133000000000,   0.12720,
,,,0.134000000000,   0.00320,
,,,0.135000000000,   0.00320,
,,,0.136000000000,   0.00320,
,,,0.137000000000,   0.00320,
,,,0.138000000000,   0.00320,
,,,0.139000000000,   0.00320,
,,,0.140000000000,   0.00320,
,,,0.141000000000,   0.00320,
,,,0.142000000000,   0.00320,
,,,0.143000000000,   0.00320,
,,,0.144000000000,   0.00320,
,,,0.145000000000,   0.00320,
,,,0.146000000000,   0.00320,
,,,0.147000000000,   0.00320,
,,,0.148000000000,   0.00320,
,,,0.149000000000,   0.00320,
,,,0.150000000000,   0.00320,
,,,0.151000000000,   0.00320,
,,,0.152000000000,   0.00320,
,,,0.153000000000,   0.00320,
,,,0.154000000000,   0.00320,
,,,0.155000000000,   0.00320,
,,,0.156000000000,   0.00320,
,,,0.157000000000,   0.00320,
,,,0.158000000000,   0.00320,
,,,0.159000000000,   0.00320,
,,,0.160000000000,   0.00320,
,,,0.161000000000,   0.00320,
,,,0.162000000000,   0.00320,
,,,0.163000000000,   0.00320,
,,,0.164000000000,   0.00320,
,,,0.165000000000,   0.00320,
,,,0.166000000000,   0.00320,
,,,0.167000000000,   0.00320,
,,,0.168000000000,   0.00320,
,,,0.169000000000,   0.00320,
,,,0.170000000000,   0.00320,
,,,0.171000000000,   0.00320,
,,,0.172000000000,   0.00320,
,,,0.173000000000,   0.00320,
,,,0.174000000000,   0.00320,
,,,0.175000000000,   0.00320,
,,,0.176000000000,   0.00320,
,,,0.177000000000,   0.00320,
,,,0.178000000000,   0.00320,
,,,0.179000000000,   0.00320,
,,,0.180000000000,   0.00320,
,,,0.181000000000,   0.00320,
,,,0.182000000000,   0.00320,
,,,0.183000000000,   0.00320,
,,,0.184000000000,   0.00320,
,,,0.185000000000,   0.00320,
,,,0.186000000000,   0.00320,
,,,0.187000000000,   0.00320,
,,,0.188000000000,   0.00320,
,,,0.189000000000,   0.00320,
,,,0.190000000000,   0.00320,
,,,0.191000000000,   0.00320,
,,,0.192000000000,   0.00320,
,,,0.193000000000,   0.00320,
,,,0.194000000000,   0.00320,
,,,0.195000000000,   0.00320,
,,,0.196000000000,   0.00320,
,,,0.197000000000,   0.00320,
,,,0.198000000000,   0.00320,
,,,0.199000000000,   0.00320,
,,,0.200000000000,   0.00320,
,,,0.201000000000,   0.00320,
,,,0.202000000000,   0.00320,
,,,0.203000000000,   0.00320,
,,,0.204000000000,   0.00320,
,,,0.205000000000,   0.00320,
,,,0.206000000000,   0.00320,
,,,0.207000000000,   0.00320,
,,,0.208000000000,   0.00320,
,,,0.209000000000,   0.00320,
,,,0.210000000000,   0.00320,
,,,0.211000000000,   0.00320,
,,,0.212000000000,   0.00320,
,,,0.213000000000,   0.00320,
,,,0.214000000000,   0.00320,
,,,0.215000000000,   0.00320,
,,,0.216000000000,   0.00320,
,,,0.217000000000,   0.00320,
,,,0.218000000000,   0.00320,
,,,0.219000000000,   0.00320,
,,,0.220000000000,   0.00320,
,,,0.221000000000,   0.00320,
,,,0.222000000000,   0.00320,
,,,0.223000000000,   0.00320,
,,,0.224000000000,   0.00320,
,,,0.225000000000,   0.00320,
,,,0.226000000000,   0.00320,
,,,0.227000000000,   0.00320,
,,,0.228000000000,   0.00320,
,,,0.229000000000,   0.00320,
,,,0.230000000000,   0.00320,
,,,0.231000000000,   0.00320,
,,,0.232000000000,   0.00320,
,,,0.233000000000,   0.00320,
,,,0.234000000000,   0.00320,
,,,0.235000000000,   0.00320,
,,,0.236000000000,   0.00320,
,,,0.237000000000,   0.00320,
,,,0.238000000000,   0.00320,
,,,0.239000000000,   0.00320,
,,,0.240000000000,   0.00320,
,,,0.241000000000,   0.00320,
,,,0.242000000000,   0.00320,
,,,0.243000000000,   0.00320,
,,,0.244000000000,   0.00320,
,,,0.245000000000,   0.00320,
,,,0.246000000000,   0.00320,
,,,0.247000000000,   0.00320,
,,,0.248000000000,   0.00320,
,,,0.249000000000,   0.00320,
,,,0.250000000000,   0.00320,
,,,0.251000000000,   0.00320,
,,,0.252000000000,   0.00320,
